item_id,product_id,order_id,quantity,unit_price
1,111,1,1,1496.3
2,32,2,1,2567.6
3,45,3,1,400.63
4,96,3,1,328.34
5,29,4,1,265.34
6,32,4,1,11051.54
7,32,5,1,2502.16
8,5,6,1,1112.5
9,9,6,1,1007.51
10,67,7,1,872.54
11,126,8,1,4347.98
12,131,9,1,488.09
13,142,9,1,947.86
14,84,9,1,1281.91
15,83,9,1,11979.18
16,116,10,1,4942.93
17,68,10,1,1777.91
18,32,11,1,1283.98
19,101,11,1,1263.36
20,75,12,1,286.07
21,75,12,1,288.17
22,136,12,1,8013.59
23,38,13,1,136.48
24,34,13,1,198.38
25,27,13,1,188.76
26,32,13,1,7103.88
27,96,14,1,694.53
28,107,14,1,257.73
29,102,15,1,3144.94
30,96,16,2,557.6
31,32,17,1,3520.21
32,81,18,2,1152.69
33,83,19,1,6027.03
34,14,20,1,388.62
35,135,20,1,742.15
36,46,20,1,640.54
37,90,21,2,2513.98
38,122,21,1,1003.49
39,121,22,1,2647.17
40,42,23,1,1104.76
41,126,23,1,9807.67
42,126,24,1,3275.95
43,23,25,1,428.54
44,21,25,1,1133.84
45,14,26,1,392.56
46,14,26,1,141.58
47,134,27,1,1776.71
48,7,27,1,9395.09
49,32,28,1,9539.99
50,8,29,1,2242.92
51,16,29,2,941.96
52,70,29,1,569.49
53,136,30,1,9600.4
54,122,31,2,1010.39
55,137,31,1,233.73
56,32,32,1,2730.32
57,127,33,1,952.2
58,57,33,1,599.19
59,123,33,1,2916.92
60,139,34,1,1657.2
61,2,35,1,1195.13
62,18,35,2,1580.08
63,133,35,1,659.12
64,7,35,1,5493.88
65,131,36,1,498.75
66,18,36,1,1599.38
67,59,36,2,1318.71
68,92,36,1,3570.83
69,70,37,1,620.35
70,5,37,2,1082.92
71,139,37,1,1541.82
72,111,38,1,1382.41
73,83,38,1,6396.21
74,5,39,1,1095.64
75,126,39,1,6568.6
76,41,40,1,1595.28
77,98,40,1,2136.37
78,82,40,1,2294.91
79,59,41,1,1346.74
80,136,42,1,2692.82
81,83,43,1,4690.58
82,136,44,2,2624.94
83,28,44,2,13.75
84,33,45,1,397.59
85,38,45,1,140.6
86,30,45,1,310.31
87,136,46,1,6135.5
88,88,47,1,853.97
89,99,48,1,1799.68
90,73,48,1,920.6
91,32,49,1,2231.97
92,143,50,1,356.78
93,81,50,1,1499.68
94,129,50,1,1108.18
95,126,50,1,7916.82
96,91,51,1,1911.41
97,126,51,1,3594.51
98,122,52,1,1001.17
99,83,52,1,9432.68
100,100,53,1,1519.01
101,128,53,1,2807.96
102,92,53,1,3996.21
103,78,54,1,793.33
104,69,54,1,1130
105,44,55,1,874.53
106,43,55,1,964.36
107,40,56,1,458.54
108,140,56,1,608.25
109,32,56,1,21939.71
110,71,57,2,1216.29
111,62,57,1,841.2
112,126,58,1,3178.29
113,130,59,1,674.66
114,136,60,1,6823.48
115,63,61,2,459.88
116,113,61,1,4389.27
117,65,62,1,1600.36
118,136,62,1,16719.62
119,136,63,1,2781.51
120,96,64,1,695.73
121,96,64,1,570.17
122,15,65,1,433.85
123,14,65,1,247.06
124,122,66,1,994.6
125,136,66,1,6836.53
126,49,67,1,1287.2
127,89,67,1,1207.59
128,126,67,1,6820.07
129,58,68,1,845.4
130,138,68,1,766.8
131,31,68,1,264.33
132,140,69,1,578.5
133,122,70,1,1012.26
134,127,70,1,834.38
135,136,71,1,4606.66
136,124,72,1,161.86
137,32,72,1,4405.97
138,53,73,1,676.24
139,99,74,1,1775.09
140,143,74,1,354.17
141,46,74,2,466.56
142,73,75,1,931.15
143,136,75,1,3197.82
144,118,76,1,276.89
145,83,77,1,10266.53
146,80,78,1,292.8
147,73,78,1,136.54
148,83,79,1,6334.99
149,64,80,1,424.63
150,90,80,1,2876.04
151,69,81,1,1237.13
152,32,82,1,3500.58
153,130,83,1,652.81
154,57,84,1,599.4
155,86,84,1,1298.41
156,47,84,1,741.14
157,117,85,1,3954.47
158,122,85,1,993.77
159,96,85,1,725.49
160,71,86,1,1188.01
161,61,86,1,683.92
162,64,86,1,433.09
163,80,86,1,143.67
164,121,87,1,2156.26
165,12,87,1,971.38
166,7,87,1,7411.56
167,104,88,1,2396.06
168,107,88,2,828.09
169,136,89,1,7620.2
170,140,90,1,600.51
171,7,90,1,9665.57
172,133,91,1,444.85
173,78,92,1,782.77
174,136,92,1,16241.17
175,33,93,1,393.79
176,32,93,1,16011.09
177,69,94,1,1188.84
178,136,94,1,6897.21
179,109,95,1,4857.34
180,7,95,1,6061.6
181,92,96,1,3885.99
182,32,97,1,3879.89
183,90,98,1,2495.87
184,96,98,2,507.25
185,71,99,1,1203.97
186,139,99,1,1418.48
187,101,100,2,1407.38
188,145,101,1,2111.72
189,32,101,1,3269.57
190,60,102,1,1892.04
191,126,102,1,6765.7
192,37,103,1,467.13
193,32,103,1,6236.84
194,136,104,1,3660.83
195,17,105,1,690.17
196,80,105,1,290.42
197,80,105,1,309.92
198,7,106,1,6306.39
199,65,107,2,1605.96
200,77,107,1,979.57
201,136,107,1,7885.4
202,14,108,1,392.37
203,18,108,1,1651.14
204,21,109,1,984.8
205,79,109,2,990.06
206,67,109,1,888.28
207,93,110,1,1090.14
208,50,110,2,328.3
209,43,110,1,970.68
210,53,110,1,664.73
211,36,111,1,180.97
212,142,111,1,970.95
213,29,111,1,264.02
214,32,111,1,1339.1
215,17,112,1,679.19
216,35,112,1,706.87
217,4,112,1,3495.67
218,96,113,1,432.41
219,80,114,2,267.27
220,7,115,1,4720.32
221,24,116,1,160.3
222,29,116,1,273.34
223,32,116,1,10538.72
224,81,117,1,1502.95
225,83,117,1,9383.51
226,54,118,1,1535.72
227,32,119,1,23224.31
228,23,120,1,435.85
229,32,120,1,17626.07
230,84,121,2,1288.56
231,103,121,1,3233.12
232,55,122,2,1967.55
233,57,122,1,590.27
234,53,123,2,480.5
235,102,124,1,3080.84
236,140,125,1,592.53
237,15,125,1,441.12
238,14,125,1,334.97
239,119,126,1,9207.41
240,42,127,1,280.88
241,85,128,1,1000.57
242,41,128,1,1601.01
243,95,129,2,1423.86
244,122,129,1,992.56
245,126,129,1,8893.9
246,29,130,2,272.28
247,141,130,1,469.69
248,32,130,1,7378.37
249,95,131,1,1384.1
250,96,131,1,750.3
251,95,132,1,1429.37
252,118,133,1,1863.85
253,123,133,1,3178.67
254,7,134,1,5309.27
255,118,135,2,1591.01
256,110,136,1,1054.09
257,64,137,1,428.05
258,79,137,1,359.06
259,56,138,1,1875.44
260,99,138,1,1778.28
261,43,138,1,981.67
262,134,139,1,1777.79
263,54,139,1,1481.97
264,127,139,1,851.68
265,35,140,2,689.07
266,27,140,1,186.05
267,32,140,1,4194.74
268,123,141,1,3268.04
269,121,141,1,2527.71
270,87,142,1,3004.33
271,122,143,2,679.21
272,101,144,1,1597.66
273,118,144,1,1928.07
274,65,145,1,1576.51
275,139,145,1,1605.23
276,136,145,1,3873.71
277,17,146,1,699.7
278,131,146,1,493.49
279,123,146,1,3114.27
280,118,147,1,1823.59
281,7,148,1,11856.98
282,136,149,1,8785.83
283,50,150,1,266.27
284,49,151,2,1274.25
285,81,152,1,1497.93
286,94,152,1,1370.46
287,57,153,1,607.27
288,45,153,1,382.37
289,122,154,1,989.94
290,96,154,1,485.28
291,126,155,1,5343.54
292,101,156,1,1600.95
293,145,156,1,2126.24
294,126,157,1,14260.85
295,39,158,1,169.8
296,83,158,1,7195.56
297,130,159,1,671.27
298,68,159,1,1834.63
299,68,160,1,1913.19
300,89,161,2,830.3
301,141,162,1,465.05
302,32,162,1,6127.33
303,111,163,1,1417.65
304,111,163,1,1324.76
305,76,164,1,1572
306,130,164,1,684.69
307,136,164,1,6210.91
308,136,165,1,5138
309,111,166,1,1403.97
310,122,166,2,307.32
311,37,167,1,463.26
312,32,167,1,4040.18
313,128,168,1,2759.42
314,118,168,1,1910.81
315,88,168,1,649.57
316,143,169,1,365.99
317,96,169,1,195.67
318,40,170,1,460.68
319,35,170,1,813.13
320,53,171,2,657.67
321,14,171,1,160.83
322,58,172,1,859.52
323,83,172,1,5908.89
324,51,173,1,1213.91
325,110,173,1,3882.65
326,12,174,1,1008.42
327,7,174,1,5914.73
328,57,175,1,603.29
329,55,175,1,2946.04
330,14,176,1,392.48
331,14,176,1,260.76
332,60,177,1,1858.76
333,143,178,1,362
334,49,178,1,1290.09
335,90,178,1,909.73
336,82,179,1,2337.39
337,92,180,2,3352.09
338,96,180,1,700.11
339,127,180,1,325.97
340,41,181,1,1569.75
341,25,182,1,273.91
342,26,182,2,79.54
343,111,183,1,1416.27
344,109,183,1,4884.83
345,68,183,1,1855.97
346,144,184,2,1112.93
347,98,184,2,1971.86
348,62,185,1,839.53
349,70,185,1,613.37
350,32,185,1,13454.3
351,136,186,1,5093.91
352,126,187,1,182.02
353,5,188,2,1105.59
354,7,188,1,4668.93
355,111,189,2,1413.48
356,2,189,1,1256.29
357,121,190,1,2727.73
358,89,191,1,1188.84
359,50,191,1,330.83
360,129,191,1,332.55
361,53,192,1,663.41
362,83,192,1,5226.52
363,141,193,1,466.38
364,126,193,1,9520.48
365,49,194,1,1297.45
366,85,194,1,979.67
367,89,194,1,1198.06
368,141,195,1,466.23
369,141,195,2,472.46
370,136,195,1,4582.51
371,83,196,1,4810.83
372,18,197,2,1587.21
373,15,197,1,425.85
374,45,198,1,404.78
375,96,198,1,418.78
376,126,199,1,8326.26
377,85,200,2,975.39
378,70,201,1,624.62
379,136,201,1,6911.65
380,96,202,1,693.59
381,96,202,1,548.86
382,28,203,1,527.54
383,35,203,1,746.63
384,91,204,1,1909.45
385,83,204,1,5816.31
386,7,205,1,4526.62
387,10,206,1,1882.91
388,127,207,1,537.39
389,81,208,1,1492.89
390,127,208,1,887.54
391,7,209,1,3950.19
392,83,210,1,11705.55
393,40,211,1,452.31
394,36,211,2,178.61
395,35,211,1,704.86
396,32,211,1,6424.33
397,91,212,1,1899.67
398,127,212,1,939.01
399,57,212,1,502.79
400,48,213,1,1965.91
401,83,213,1,12495.78
402,51,214,1,1190.22
403,83,214,1,5037.53
404,106,215,1,5220.37
405,106,215,1,5684.8
406,15,216,1,442.68
407,7,216,1,5853.81
408,131,217,1,477.46
409,142,218,1,946.29
410,32,218,1,1259.39
411,26,219,2,440.12
412,123,219,1,2820.61
413,7,220,1,6352.7
414,101,221,1,1704.32
415,71,222,1,1213.61
416,62,222,1,845.33
417,136,222,1,4040.18
418,138,223,1,775.72
419,136,223,1,6698.45
420,136,224,1,5381.59
421,55,225,1,2715.76
422,35,226,1,761.42
423,38,227,1,141.41
424,126,227,1,10118.59
425,34,228,2,198.98
426,32,228,1,5266.29
427,99,229,1,1783.27
428,83,229,1,7255.25
429,77,230,1,989.59
430,126,230,1,2961.01
431,127,231,1,956.39
432,51,232,1,1188.44
433,128,232,1,2600.93
434,136,233,1,3225.07
435,50,234,1,325.04
436,81,234,1,371.65
437,82,235,1,190.84
438,53,236,2,675.4
439,144,236,1,202.76
440,130,237,1,683.72
441,143,237,1,364.73
442,111,237,1,230.86
443,14,238,1,390.3
444,14,238,1,146.64
445,141,239,1,467.89
446,40,239,1,457.35
447,32,239,1,3451.71
448,101,240,1,1630.86
449,85,240,1,795.29
450,127,241,1,937.32
451,96,241,1,377.42
452,97,242,1,2215.73
453,35,242,1,711.13
454,142,242,1,961.82
455,32,242,1,6518.17
456,144,243,1,1119.02
457,47,243,1,776.61
458,53,243,2,674.25
459,90,243,1,2529.4
460,32,244,1,1534.64
461,91,245,1,1862.32
462,109,246,1,4808.67
463,136,246,1,3568.4
464,78,247,1,786.97
465,88,247,1,2234.88
466,104,247,1,2420.41
467,32,247,1,1566
468,76,248,2,1482.93
469,139,249,1,1552.76
470,7,250,1,6088.32
471,51,251,1,1217.67
472,52,251,1,800.49
473,83,252,1,22654.78
474,105,253,1,3674.9
475,113,253,1,4377.94
476,36,254,2,179.11
477,32,254,1,2417.14
478,34,255,1,198.07
479,40,255,2,455.36
480,39,255,1,114.54
481,32,256,1,7648.56
482,31,257,1,270.49
483,92,257,1,3805.17
484,136,258,1,7912
485,127,259,1,950.87
486,32,259,1,4404.64
487,27,260,1,189.21
488,32,260,1,4065.27
489,23,261,1,422.99
490,14,261,1,384.42
491,14,261,1,198.69
492,45,262,1,398.31
493,96,262,1,598.69
494,96,263,1,685.1
495,117,263,1,1229.33
496,9,264,2,987.9
497,5,264,1,1062.49
498,101,265,2,1590.97
499,75,265,2,240.38
500,51,266,1,1188.66
501,23,267,2,427.16
502,32,267,1,2213.9
503,75,268,1,289.51
504,17,268,1,684.76
505,7,268,1,6219.78
506,121,269,1,2160.94
507,133,269,1,674.44
508,123,269,1,2914.16
509,62,270,1,855.56
510,136,270,1,6244.74
511,96,271,1,709.52
512,60,271,1,1834.2
513,141,272,1,467.63
514,22,272,1,349.59
515,94,273,1,1393.87
516,128,273,1,2625.08
517,89,274,2,1181.94
518,57,274,1,525.02
519,53,275,1,662.44
520,126,275,1,15122.89
521,136,276,1,2586.23
522,66,276,2,2171.57
523,136,276,1,7269.08
524,92,277,1,3785.97
525,9,278,1,979.45
526,101,279,1,1612.03
527,128,279,1,2829.85
528,93,279,1,1092.83
529,130,279,1,682.79
530,18,280,2,1586.11
531,120,281,1,6847.62
532,32,282,1,9620.59
533,126,283,1,10986.77
534,99,284,1,469.32
535,106,285,1,5267.67
536,83,285,1,8889.38
537,34,286,1,201.7
538,30,286,1,337.81
539,32,286,1,1866.27
540,16,287,1,933.38
541,3,287,1,1960.28
542,123,287,1,3292
543,121,288,1,2679.82
544,2,289,1,1218.65
545,7,289,1,5761.14
546,84,290,1,1271.72
547,43,291,1,979.3
548,75,292,1,292.79
549,64,292,1,359.6
550,5,293,1,1077.44
551,121,293,1,2574.76
552,68,294,2,1205.13
553,126,295,1,3058.49
554,119,296,1,8833.36
555,89,297,1,718.12
556,5,298,2,1090.18
557,12,298,1,990.6
558,18,298,1,1611.11
559,7,298,1,5659.77
560,7,299,1,4929.98
561,126,300,2,3369.77
562,136,301,1,2881.33
563,138,302,1,771.64
564,32,302,1,8501.72
565,33,303,1,403.53
566,27,303,1,186.03
567,32,303,1,11462.65
568,68,304,1,329.77
569,60,305,1,1903.12
570,83,305,1,10098.16
571,136,306,1,25687.92
572,21,307,1,985.8
573,101,307,1,1584.19
574,107,307,1,12758.55
575,136,308,1,4143.64
576,144,309,1,1100.61
577,47,310,1,782.81
578,99,310,1,1765
579,96,311,1,701.89
580,45,311,1,412.48
581,126,312,1,14440.39
582,87,313,1,3270.01
583,45,313,1,400.02
584,127,313,1,956.47
585,92,314,2,145.74
